,Subject,trialtype,trialnum,TBR,inpos,outpos,resp,dist_RT,task,folder
756,80.0,S,16.0,jar,0.0,0,jar,7282.0,Rspan.names.long,E11names
757,80.0,S,16.0,bar,1.0,1,bar,7006.0,Rspan.names.long,E11names
758,80.0,S,16.0,car,2.0,2,,7266.0,Rspan.names.long,E11names
759,80.0,S,16.0,scar,3.0,3,,6323.0,Rspan.names.long,E11names
760,80.0,S,16.0,star,4.0,4,star,6813.0,Rspan.names.long,E11names
761,80.0,S,17.0,boot,0.0,0,boot,7233.0,Rspan.names.long,E11names
762,80.0,S,17.0,suit,1.0,1,suit,6677.0,Rspan.names.long,E11names
763,80.0,S,17.0,flute,2.0,2,,7720.0,Rspan.names.long,E11names
764,80.0,S,17.0,loot,3.0,3,,6716.0,Rspan.names.long,E11names
765,80.0,S,17.0,root,4.0,4,,8037.0,Rspan.names.long,E11names
766,80.0,S,17.0,brute,5.0,5,loot,6274.0,Rspan.names.long,E11names
767,80.0,S,18.0,deer,0.0,0,,7513.0,Rspan.names.long,E11names
768,80.0,S,18.0,sphere,1.0,1,,6580.0,Rspan.names.long,E11names
769,80.0,S,18.0,ear,2.0,2,,6572.0,Rspan.names.long,E11names
770,80.0,S,18.0,tear,3.0,3,tear,6501.0,Rspan.names.long,E11names
771,80.0,D,19.0,spice,0.0,0,,6244.0,Rspan.names.long,E11names
772,80.0,D,19.0,heat,1.0,1,,8154.0,Rspan.names.long,E11names
773,80.0,D,19.0,shape,2.0,2,,7002.0,Rspan.names.long,E11names
774,80.0,D,19.0,pear,3.0,3,,6281.0,Rspan.names.long,E11names
775,80.0,D,19.0,guest,4.0,4,heat,7198.0,Rspan.names.long,E11names
776,80.0,D,20.0,shell,0.0,0,,6394.0,Rspan.names.long,E11names
777,80.0,D,20.0,tree,1.0,1,,6658.0,Rspan.names.long,E11names
778,80.0,D,20.0,bowl,2.0,2,,6343.0,Rspan.names.long,E11names
779,80.0,D,20.0,broom,3.0,3,test,6498.0,Rspan.names.long,E11names
780,80.0,D,20.0,test,4.0,4,,7926.0,Rspan.names.long,E11names
781,80.0,D,20.0,ground,5.0,5,ground,8271.0,Rspan.names.long,E11names
782,80.0,S,21.0,band,0.0,0,band,6176.0,Rspan.names.long,E11names
783,80.0,S,21.0,land,1.0,1,,7769.0,Rspan.names.long,E11names
784,80.0,S,21.0,stand,2.0,2,,7312.0,Rspan.names.long,E11names
785,80.0,S,21.0,hand,3.0,3,,7179.0,Rspan.names.long,E11names
786,80.0,S,22.0,bone,0.0,0,bone,6519.0,Rspan.names.long,E11names
787,80.0,S,22.0,phone,1.0,1,,7608.0,Rspan.names.long,E11names
788,80.0,S,22.0,stone,2.0,2,stone,7342.0,Rspan.names.long,E11names
789,80.0,D,23.0,mare,0.0,0,mare,7099.0,Rspan.names.long,E11names
790,80.0,D,23.0,bell,1.0,1,bell,9221.0,Rspan.names.long,E11names
791,80.0,D,23.0,brain,2.0,2,,6345.0,Rspan.names.long,E11names
792,80.0,D,23.0,beef,3.0,3,,7525.0,Rspan.names.long,E11names
793,80.0,D,24.0,beard,0.0,0,,6391.0,Rspan.names.long,E11names
794,80.0,D,24.0,hill,1.0,1,,6778.0,Rspan.names.long,E11names
795,80.0,D,24.0,dirt,2.0,2,,6280.0,Rspan.names.long,E11names
796,80.0,D,24.0,card,3.0,3,card,7414.0,Rspan.names.long,E11names
797,80.0,D,24.0,line,4.0,4,line,6852.0,Rspan.names.long,E11names
798,80.0,S,25.0,pie,0.0,0,tie,7321.0,Rspan.names.long,E11names
799,80.0,S,25.0,fly,1.0,1,,7930.0,Rspan.names.long,E11names
800,80.0,S,25.0,tie,2.0,2,,7572.0,Rspan.names.long,E11names
801,80.0,S,25.0,sky,3.0,3,,9138.0,Rspan.names.long,E11names
802,80.0,S,25.0,eye,4.0,4,fly,6132.0,Rspan.names.long,E11names
803,80.0,S,26.0,mail,0.0,0,pail,6915.0,Rspan.names.long,E11names
804,80.0,S,26.0,sail,1.0,1,mail,6885.0,Rspan.names.long,E11names
805,80.0,S,26.0,trail,2.0,2,,8546.0,Rspan.names.long,E11names
806,80.0,S,26.0,wail,3.0,3,,8026.0,Rspan.names.long,E11names
807,80.0,S,26.0,tail,4.0,4,jail,6623.0,Rspan.names.long,E11names
808,80.0,S,26.0,jail,5.0,,,8486.0,Rspan.names.long,E11names
809,80.0,D,27.0,deck,0.0,0,tail,7028.0,Rspan.names.long,E11names
810,80.0,D,27.0,slice,1.0,1,rat,7706.0,Rspan.names.long,E11names
811,80.0,D,27.0,rat,2.0,,,8012.0,Rspan.names.long,E11names
812,81.0,P,0.0,bath,0.0,0,bath,6510.0,Rspan.names.long,E11names
813,81.0,P,0.0,dawn,1.0,1,dawn,6585.0,Rspan.names.long,E11names
814,81.0,P,1.0,farm,0.0,0,farm,5844.0,Rspan.names.long,E11names
815,81.0,P,1.0,arm,1.0,1,arm,8242.0,Rspan.names.long,E11names
816,81.0,P,2.0,earth,0.0,0,earth,5568.0,Rspan.names.long,E11names
817,81.0,P,2.0,peach,1.0,1,peach,5120.0,Rspan.names.long,E11names
818,81.0,P,3.0,hood,0.0,0,hood,5370.0,Rspan.names.long,E11names
819,81.0,P,3.0,wood,1.0,1,wood,5357.0,Rspan.names.long,E11names
820,81.0,S,4.0,bread,0.0,0,bread,5513.0,Rspan.names.long,E11names
821,81.0,S,4.0,head,1.0,1,head,5974.0,Rspan.names.long,E11names
822,81.0,S,4.0,thread,2.0,2,,5543.0,Rspan.names.long,E11names
823,81.0,S,4.0,bed,3.0,3,thread,6089.0,Rspan.names.long,E11names
824,81.0,D,5.0,path,0.0,0,,5760.0,Rspan.names.long,E11names
825,81.0,D,5.0,nest,1.0,1,path,5642.0,Rspan.names.long,E11names
826,81.0,D,5.0,square,2.0,2,square,6154.0,Rspan.names.long,E11names
827,81.0,D,5.0,wood,3.0,3,wood,6653.0,Rspan.names.long,E11names
828,81.0,D,5.0,beach,4.0,4,beack,6921.0,Rspan.names.long,E11names
829,81.0,D,6.0,coin,0.0,0,coin,5688.0,Rspan.names.long,E11names
830,81.0,D,6.0,film,1.0,1,film,6349.0,Rspan.names.long,E11names
831,81.0,D,6.0,leaf,2.0,2,leaf,7007.0,Rspan.names.long,E11names
832,81.0,D,6.0,train,3.0,3,,6868.0,Rspan.names.long,E11names
833,81.0,D,6.0,map,4.0,4,art,6058.0,Rspan.names.long,E11names
834,81.0,D,6.0,art,5.0,,,6135.0,Rspan.names.long,E11names
835,81.0,D,7.0,neck,0.0,0,neck,6445.0,Rspan.names.long,E11names
836,81.0,D,7.0,town,1.0,1,town,6203.0,Rspan.names.long,E11names
837,81.0,D,7.0,hat,2.0,2,hat,6243.0,Rspan.names.long,E11names
838,81.0,D,7.0,street,3.0,3,street,6010.0,Rspan.names.long,E11names
839,81.0,S,8.0,king,0.0,0,king,6123.0,Rspan.names.long,E11names
840,81.0,S,8.0,ring,1.0,1,ring,5359.0,Rspan.names.long,E11names
841,81.0,S,8.0,spring,2.0,2,,6810.0,Rspan.names.long,E11names
842,81.0,S,8.0,string,3.0,3,string,5994.0,Rspan.names.long,E11names
843,81.0,S,8.0,wing,4.0,4,wing,7066.0,Rspan.names.long,E11names
844,81.0,S,9.0,bone,0.0,0,bone,5666.0,Rspan.names.long,E11names
845,81.0,S,9.0,phone,1.0,1,phone,5983.0,Rspan.names.long,E11names
846,81.0,S,9.0,stone,2.0,2,stone,5513.0,Rspan.names.long,E11names
847,81.0,D,10.0,rice,0.0,0,,4928.0,Rspan.names.long,E11names
848,81.0,D,10.0,cat,1.0,1,cat,6323.0,Rspan.names.long,E11names
849,81.0,D,10.0,trash,2.0,2,trash,8111.0,Rspan.names.long,E11names
850,81.0,S,11.0,doll,0.0,0,doll,6203.0,Rspan.names.long,E11names
851,81.0,S,11.0,ball,1.0,1,ball,5633.0,Rspan.names.long,E11names
852,81.0,S,11.0,shawl,2.0,2,shawl,5433.0,Rspan.names.long,E11names
853,81.0,S,11.0,hall,3.0,3,hall,6753.0,Rspan.names.long,E11names
854,81.0,S,11.0,brawl,4.0,4,wall,6777.0,Rspan.names.long,E11names
855,81.0,S,11.0,wall,5.0,,,6091.0,Rspan.names.long,E11names
856,81.0,D,12.0,chest,0.0,0,chest,5865.0,Rspan.names.long,E11names
857,81.0,D,12.0,lane,1.0,1,lane,6376.0,Rspan.names.long,E11names
858,81.0,D,12.0,hair,2.0,2,hair,6601.0,Rspan.names.long,E11names
859,81.0,D,12.0,crown,3.0,3,crown,6280.0,Rspan.names.long,E11names
860,81.0,S,13.0,deer,0.0,0,,6030.0,Rspan.names.long,E11names
861,81.0,S,13.0,sphere,1.0,1,sphere,5893.0,Rspan.names.long,E11names
862,81.0,S,13.0,ear,2.0,2,,5346.0,Rspan.names.long,E11names
863,81.0,S,13.0,tear,3.0,3,tear,6693.0,Rspan.names.long,E11names
864,81.0,S,14.0,boot,0.0,0,boot,5624.0,Rspan.names.long,E11names
865,81.0,S,14.0,suit,1.0,1,suit,5350.0,Rspan.names.long,E11names
866,81.0,S,14.0,flute,2.0,2,loot,6297.0,Rspan.names.long,E11names
867,81.0,S,14.0,loot,3.0,3,,6413.0,Rspan.names.long,E11names
868,81.0,S,14.0,root,4.0,4,brute,6197.0,Rspan.names.long,E11names
869,81.0,S,14.0,brute,5.0,,,5868.0,Rspan.names.long,E11names
870,81.0,S,15.0,blouse,0.0,0,blouse,6278.0,Rspan.names.long,E11names
871,81.0,S,15.0,house,1.0,1,house,5204.0,Rspan.names.long,E11names
872,81.0,S,15.0,mouse,2.0,2,mouse,6484.0,Rspan.names.long,E11names
873,81.0,D,16.0,toy,0.0,0,toy,6649.0,Rspan.names.long,E11names
874,81.0,D,16.0,wreck,1.0,1,neck,5221.0,Rspan.names.long,E11names
875,81.0,D,16.0,frown,2.0,2,frown,7086.0,Rspan.names.long,E11names
876,81.0,D,17.0,spice,0.0,0,spice,5173.0,Rspan.names.long,E11names
877,81.0,D,17.0,heat,1.0,1,heat,5127.0,Rspan.names.long,E11names
878,81.0,D,17.0,shape,2.0,2,,5322.0,Rspan.names.long,E11names
879,81.0,D,17.0,pear,3.0,3,pear,6182.0,Rspan.names.long,E11names
880,81.0,D,17.0,guest,4.0,4,guest,6264.0,Rspan.names.long,E11names
881,81.0,S,18.0,jar,0.0,0,jar,5920.0,Rspan.names.long,E11names
882,81.0,S,18.0,bar,1.0,1,bar,5587.0,Rspan.names.long,E11names
883,81.0,S,18.0,car,2.0,2,car,5732.0,Rspan.names.long,E11names
884,81.0,S,18.0,scar,3.0,3,scar,6215.0,Rspan.names.long,E11names
885,81.0,S,18.0,star,4.0,4,star,6134.0,Rspan.names.long,E11names
886,81.0,D,19.0,ant,0.0,0,ant,6526.0,Rspan.names.long,E11names
887,81.0,D,19.0,air,1.0,1,air,5592.0,Rspan.names.long,E11names
888,81.0,D,19.0,ink,2.0,2,,6402.0,Rspan.names.long,E11names
889,81.0,D,19.0,cloud,3.0,3,cloud,5680.0,Rspan.names.long,E11names
890,81.0,D,19.0,seat,4.0,4,seat,6871.0,Rspan.names.long,E11names
891,81.0,D,19.0,breath,5.0,5,,6585.0,Rspan.names.long,E11names
892,81.0,S,20.0,pie,0.0,0,pie,6327.0,Rspan.names.long,E11names
893,81.0,S,20.0,fly,1.0,1,fly,5898.0,Rspan.names.long,E11names
894,81.0,S,20.0,tie,2.0,2,,5398.0,Rspan.names.long,E11names
895,81.0,S,20.0,sky,3.0,3,sky,6919.0,Rspan.names.long,E11names
896,81.0,S,20.0,eye,4.0,4,eye,5738.0,Rspan.names.long,E11names
897,81.0,S,21.0,band,0.0,0,band,5953.0,Rspan.names.long,E11names
898,81.0,S,21.0,land,1.0,1,land,5307.0,Rspan.names.long,E11names
899,81.0,S,21.0,stand,2.0,2,stand,5865.0,Rspan.names.long,E11names
900,81.0,S,21.0,hand,3.0,3,hand,6103.0,Rspan.names.long,E11names
901,81.0,S,22.0,cream,0.0,0,cream,5300.0,Rspan.names.long,E11names
902,81.0,S,22.0,team,1.0,1,team,5560.0,Rspan.names.long,E11names
903,81.0,S,22.0,steam,2.0,2,steam,5923.0,Rspan.names.long,E11names
904,81.0,D,23.0,beard,0.0,0,beard,7048.0,Rspan.names.long,E11names
905,81.0,D,23.0,hill,1.0,1,hill,5678.0,Rspan.names.long,E11names
906,81.0,D,23.0,dirt,2.0,2,dirt,5668.0,Rspan.names.long,E11names
907,81.0,D,23.0,card,3.0,3,card,5841.0,Rspan.names.long,E11names
908,81.0,D,23.0,line,4.0,4,line,6576.0,Rspan.names.long,E11names
909,81.0,D,24.0,mare,0.0,0,mare,5519.0,Rspan.names.long,E11names
910,81.0,D,24.0,bell,1.0,1,,8874.0,Rspan.names.long,E11names
911,81.0,D,24.0,brain,2.0,2,brain,6709.0,Rspan.names.long,E11names
912,81.0,D,24.0,beef,3.0,3,beef,7296.0,Rspan.names.long,E11names
913,81.0,D,25.0,shell,0.0,0,shell,5126.0,Rspan.names.long,E11names
914,81.0,D,25.0,tree,1.0,1,tree,5409.0,Rspan.names.long,E11names
915,81.0,D,25.0,bowl,2.0,2,bowl,6075.0,Rspan.names.long,E11names
916,81.0,D,25.0,broom,3.0,3,broom,6080.0,Rspan.names.long,E11names
917,81.0,D,25.0,test,4.0,4,test,6245.0,Rspan.names.long,E11names
918,81.0,D,25.0,ground,5.0,5,ground,7451.0,Rspan.names.long,E11names
919,81.0,S,26.0,mail,0.0,0,sail,6702.0,Rspan.names.long,E11names
920,81.0,S,26.0,sail,1.0,1,trail,5849.0,Rspan.names.long,E11names
921,81.0,S,26.0,trail,2.0,2,,5455.0,Rspan.names.long,E11names
922,81.0,S,26.0,wail,3.0,3,wail,6582.0,Rspan.names.long,E11names
923,81.0,S,26.0,tail,4.0,4,tail,8063.0,Rspan.names.long,E11names
924,81.0,S,26.0,jail,5.0,,,7403.0,Rspan.names.long,E11names
925,81.0,D,27.0,deck,0.0,0,deck,6005.0,Rspan.names.long,E11names
926,81.0,D,27.0,slice,1.0,1,slice,5941.0,Rspan.names.long,E11names
927,81.0,D,27.0,rat,2.0,2,rat,5633.0,Rspan.names.long,E11names
928,82.0,P,0.0,earth,0.0,0,earth,13115.0,Rspan.names.long,E11names
929,82.0,P,0.0,peach,1.0,1,peach,6649.0,Rspan.names.long,E11names
930,82.0,P,1.0,bath,0.0,0,bath,5759.0,Rspan.names.long,E11names
931,82.0,P,1.0,dawn,1.0,1,dawn,5952.0,Rspan.names.long,E11names
932,82.0,P,2.0,hood,0.0,0,hood,6472.0,Rspan.names.long,E11names
933,82.0,P,2.0,wood,1.0,1,wood,5270.0,Rspan.names.long,E11names
934,82.0,P,3.0,farm,0.0,0,farm,5787.0,Rspan.names.long,E11names
935,82.0,P,3.0,arm,1.0,1,arm,5323.0,Rspan.names.long,E11names
936,82.0,S,4.0,bone,0.0,0,bone,6188.0,Rspan.names.long,E11names
937,82.0,S,4.0,phone,1.0,1,phone,5756.0,Rspan.names.long,E11names
938,82.0,S,4.0,stone,2.0,2,stone,6766.0,Rspan.names.long,E11names
939,82.0,S,5.0,bread,0.0,0,bread,6422.0,Rspan.names.long,E11names
940,82.0,S,5.0,head,1.0,1,head,6045.0,Rspan.names.long,E11names
941,82.0,S,5.0,thread,2.0,2,thread,6092.0,Rspan.names.long,E11names
942,82.0,S,5.0,bed,3.0,3,bed,6288.0,Rspan.names.long,E11names
943,82.0,S,6.0,king,0.0,0,king,7112.0,Rspan.names.long,E11names
944,82.0,S,6.0,ring,1.0,1,ring,6563.0,Rspan.names.long,E11names
945,82.0,S,6.0,spring,2.0,2,spring,7260.0,Rspan.names.long,E11names
946,82.0,S,6.0,string,3.0,3,string,6289.0,Rspan.names.long,E11names
947,82.0,S,6.0,wing,4.0,4,,7253.0,Rspan.names.long,E11names
948,82.0,D,7.0,neck,0.0,0,neck,6371.0,Rspan.names.long,E11names
949,82.0,D,7.0,town,1.0,1,town,7756.0,Rspan.names.long,E11names
950,82.0,D,7.0,hat,2.0,2,hat,7205.0,Rspan.names.long,E11names
951,82.0,D,7.0,street,3.0,3,street,6132.0,Rspan.names.long,E11names
952,82.0,S,8.0,doll,0.0,0,doll,7229.0,Rspan.names.long,E11names
953,82.0,S,8.0,ball,1.0,1,ball,6219.0,Rspan.names.long,E11names
954,82.0,S,8.0,shawl,2.0,2,shawl,6811.0,Rspan.names.long,E11names
955,82.0,S,8.0,hall,3.0,3,wall,5930.0,Rspan.names.long,E11names
956,82.0,S,8.0,brawl,4.0,4,,5877.0,Rspan.names.long,E11names
957,82.0,S,8.0,wall,5.0,,,7587.0,Rspan.names.long,E11names
958,82.0,D,9.0,coin,0.0,0,coin,6324.0,Rspan.names.long,E11names
959,82.0,D,9.0,film,1.0,1,film,5967.0,Rspan.names.long,E11names
960,82.0,D,9.0,leaf,2.0,2,,7328.0,Rspan.names.long,E11names
961,82.0,D,9.0,train,3.0,3,map,7274.0,Rspan.names.long,E11names
962,82.0,D,9.0,map,4.0,4,art,7382.0,Rspan.names.long,E11names
963,82.0,D,9.0,art,5.0,5,,6070.0,Rspan.names.long,E11names
964,82.0,D,10.0,rice,0.0,0,rice,6449.0,Rspan.names.long,E11names
965,82.0,D,10.0,cat,1.0,1,cat,6431.0,Rspan.names.long,E11names
966,82.0,D,10.0,trash,2.0,2,trash,6614.0,Rspan.names.long,E11names
967,82.0,D,11.0,path,0.0,0,,6194.0,Rspan.names.long,E11names
968,82.0,D,11.0,nest,1.0,1,nest,5707.0,Rspan.names.long,E11names
969,82.0,D,11.0,square,2.0,2,square,7127.0,Rspan.names.long,E11names
970,82.0,D,11.0,wood,3.0,3,wood,7113.0,Rspan.names.long,E11names
971,82.0,D,11.0,beach,4.0,4,beach,6092.0,Rspan.names.long,E11names
972,82.0,D,12.0,spice,0.0,0,spice,6441.0,Rspan.names.long,E11names
973,82.0,D,12.0,heat,1.0,1,heat,7072.0,Rspan.names.long,E11names
974,82.0,D,12.0,shape,2.0,2,shape,6868.0,Rspan.names.long,E11names
975,82.0,D,12.0,pear,3.0,3,pear,6896.0,Rspan.names.long,E11names
976,82.0,D,12.0,guest,4.0,4,guest,6948.0,Rspan.names.long,E11names
977,82.0,S,13.0,cream,0.0,0,cream,5890.0,Rspan.names.long,E11names
978,82.0,S,13.0,team,1.0,1,team,5943.0,Rspan.names.long,E11names
979,82.0,S,13.0,steam,2.0,2,steam,7050.0,Rspan.names.long,E11names
980,82.0,S,14.0,jar,0.0,0,jar,5762.0,Rspan.names.long,E11names
981,82.0,S,14.0,bar,1.0,1,bar,5764.0,Rspan.names.long,E11names
982,82.0,S,14.0,car,2.0,2,car,6238.0,Rspan.names.long,E11names
983,82.0,S,14.0,scar,3.0,3,scar,6180.0,Rspan.names.long,E11names
984,82.0,S,14.0,star,4.0,4,star,6429.0,Rspan.names.long,E11names
985,82.0,S,15.0,deer,0.0,0,deer,6325.0,Rspan.names.long,E11names
986,82.0,S,15.0,sphere,1.0,1,sphere,6256.0,Rspan.names.long,E11names
987,82.0,S,15.0,ear,2.0,2,ear,7558.0,Rspan.names.long,E11names
988,82.0,S,15.0,tear,3.0,3,tear,7542.0,Rspan.names.long,E11names
989,82.0,D,16.0,toy,0.0,0,toy,6932.0,Rspan.names.long,E11names
990,82.0,D,16.0,wreck,1.0,1,wreck,6222.0,Rspan.names.long,E11names
991,82.0,D,16.0,frown,2.0,2,frown,9501.0,Rspan.names.long,E11names
992,82.0,D,17.0,ant,0.0,0,ant,5923.0,Rspan.names.long,E11names
993,82.0,D,17.0,air,1.0,1,air,5966.0,Rspan.names.long,E11names
994,82.0,D,17.0,ink,2.0,2,ink,7184.0,Rspan.names.long,E11names
995,82.0,D,17.0,cloud,3.0,3,cloud,7655.0,Rspan.names.long,E11names
996,82.0,D,17.0,seat,4.0,4,seat,8315.0,Rspan.names.long,E11names
997,82.0,D,17.0,breath,5.0,5,breath,6509.0,Rspan.names.long,E11names
998,82.0,S,18.0,boot,0.0,0,boot,8111.0,Rspan.names.long,E11names
999,82.0,S,18.0,suit,1.0,1,suit,6169.0,Rspan.names.long,E11names
1000,82.0,S,18.0,flute,2.0,2,flute,6690.0,Rspan.names.long,E11names
1001,82.0,S,18.0,loot,3.0,3,,6798.0,Rspan.names.long,E11names
1002,82.0,S,18.0,root,4.0,4,root,9070.0,Rspan.names.long,E11names
1003,82.0,S,18.0,brute,5.0,5,,8680.0,Rspan.names.long,E11names
1004,82.0,D,19.0,chest,0.0,0,chest,7409.0,Rspan.names.long,E11names
1005,82.0,D,19.0,lane,1.0,1,lane,6176.0,Rspan.names.long,E11names
1006,82.0,D,19.0,hair,2.0,2,hair,8513.0,Rspan.names.long,E11names
1007,82.0,D,19.0,crown,3.0,3,crown,9123.0,Rspan.names.long,E11names
1008,82.0,D,20.0,beard,0.0,0,beard,5660.0,Rspan.names.long,E11names
1009,82.0,D,20.0,hill,1.0,1,hill,6427.0,Rspan.names.long,E11names
1010,82.0,D,20.0,dirt,2.0,2,dirt,7194.0,Rspan.names.long,E11names
1011,82.0,D,20.0,card,3.0,3,card,10121.0,Rspan.names.long,E11names
1012,82.0,D,20.0,line,4.0,4,line,8793.0,Rspan.names.long,E11names
1013,82.0,S,21.0,pie,0.0,0,pie,6249.0,Rspan.names.long,E11names
1014,82.0,S,21.0,fly,1.0,1,fly,6159.0,Rspan.names.long,E11names
1015,82.0,S,21.0,tie,2.0,2,tie,6833.0,Rspan.names.long,E11names
1016,82.0,S,21.0,sky,3.0,3,sky,6663.0,Rspan.names.long,E11names
1017,82.0,S,21.0,eye,4.0,4,eye,9044.0,Rspan.names.long,E11names
1018,82.0,S,22.0,band,0.0,0,band,6404.0,Rspan.names.long,E11names
1019,82.0,S,22.0,land,1.0,1,land,6331.0,Rspan.names.long,E11names
1020,82.0,S,22.0,stand,2.0,2,stand,6230.0,Rspan.names.long,E11names
1021,82.0,S,22.0,hand,3.0,3,hand,8021.0,Rspan.names.long,E11names
1022,82.0,D,23.0,deck,0.0,0,deck,7544.0,Rspan.names.long,E11names
1023,82.0,D,23.0,slice,1.0,1,slice,7377.0,Rspan.names.long,E11names
1024,82.0,D,23.0,rat,2.0,2,rat,6841.0,Rspan.names.long,E11names
1025,82.0,D,24.0,shell,0.0,0,shell,6603.0,Rspan.names.long,E11names
1026,82.0,D,24.0,tree,1.0,1,tree,6578.0,Rspan.names.long,E11names
1027,82.0,D,24.0,bowl,2.0,2,,6691.0,Rspan.names.long,E11names
1028,82.0,D,24.0,broom,3.0,3,,7759.0,Rspan.names.long,E11names
1029,82.0,D,24.0,test,4.0,4,ground,10079.0,Rspan.names.long,E11names
1030,82.0,D,24.0,ground,5.0,,,6313.0,Rspan.names.long,E11names
1031,82.0,D,25.0,mare,0.0,0,mare,8086.0,Rspan.names.long,E11names
1032,82.0,D,25.0,bell,1.0,1,bell,6625.0,Rspan.names.long,E11names
1033,82.0,D,25.0,brain,2.0,2,brain,7567.0,Rspan.names.long,E11names
1034,82.0,D,25.0,beef,3.0,3,beef,8159.0,Rspan.names.long,E11names
1035,82.0,S,26.0,mail,0.0,0,mail,5951.0,Rspan.names.long,E11names
1036,82.0,S,26.0,sail,1.0,1,sail,7737.0,Rspan.names.long,E11names
1037,82.0,S,26.0,trail,2.0,2,,6442.0,Rspan.names.long,E11names
1038,82.0,S,26.0,wail,3.0,3,wail,7665.0,Rspan.names.long,E11names
1039,82.0,S,26.0,tail,4.0,,,7269.0,Rspan.names.long,E11names
1040,82.0,S,26.0,jail,5.0,,,8201.0,Rspan.names.long,E11names
1041,82.0,S,27.0,blouse,0.0,0,blouse,5999.0,Rspan.names.long,E11names
1042,82.0,S,27.0,house,1.0,1,house,5903.0,Rspan.names.long,E11names
1043,82.0,S,27.0,mouse,2.0,2,mouse,5964.0,Rspan.names.long,E11names
1044,87.0,P,0.0,bath,0.0,0,bath,6728.0,Rspan.names.long,E11names
1045,87.0,P,0.0,dawn,1.0,1,dawn,8835.0,Rspan.names.long,E11names
1046,87.0,P,1.0,farm,0.0,0,farm,6452.0,Rspan.names.long,E11names
1047,87.0,P,1.0,arm,1.0,1,arm,6371.0,Rspan.names.long,E11names
1048,87.0,P,2.0,hood,0.0,0,hood,6659.0,Rspan.names.long,E11names
1049,87.0,P,2.0,wood,1.0,1,wood,6024.0,Rspan.names.long,E11names
1050,87.0,P,3.0,earth,0.0,0,earth,6320.0,Rspan.names.long,E11names
1051,87.0,P,3.0,peach,1.0,1,peach,6162.0,Rspan.names.long,E11names
1052,87.0,S,4.0,bread,0.0,0,bread,5940.0,Rspan.names.long,E11names
1053,87.0,S,4.0,head,1.0,1,head,5766.0,Rspan.names.long,E11names
1054,87.0,S,4.0,thread,2.0,2,thread,6648.0,Rspan.names.long,E11names
1055,87.0,S,4.0,bed,3.0,3,bed,5957.0,Rspan.names.long,E11names
1056,87.0,D,5.0,coin,0.0,0,coin,6044.0,Rspan.names.long,E11names
1057,87.0,D,5.0,film,1.0,1,film,6267.0,Rspan.names.long,E11names
1058,87.0,D,5.0,leaf,2.0,2,map,6008.0,Rspan.names.long,E11names
1059,87.0,D,5.0,train,3.0,3,art,6191.0,Rspan.names.long,E11names
1060,87.0,D,5.0,map,4.0,,,6719.0,Rspan.names.long,E11names
1061,87.0,D,5.0,art,5.0,,,6330.0,Rspan.names.long,E11names
1062,87.0,D,6.0,neck,0.0,0,neck,6937.0,Rspan.names.long,E11names
1063,87.0,D,6.0,town,1.0,1,town,5842.0,Rspan.names.long,E11names
1064,87.0,D,6.0,hat,2.0,2,hat,6738.0,Rspan.names.long,E11names
1065,87.0,D,6.0,street,3.0,3,street,7771.0,Rspan.names.long,E11names
1066,87.0,S,7.0,blouse,0.0,0,blouse,6233.0,Rspan.names.long,E11names
1067,87.0,S,7.0,house,1.0,1,house,6367.0,Rspan.names.long,E11names
1068,87.0,S,7.0,mouse,2.0,2,mouse,7360.0,Rspan.names.long,E11names
1069,87.0,D,8.0,rice,0.0,0,rice,6154.0,Rspan.names.long,E11names
1070,87.0,D,8.0,cat,1.0,1,cat,6939.0,Rspan.names.long,E11names
1071,87.0,D,8.0,trash,2.0,2,trash,6525.0,Rspan.names.long,E11names
1072,87.0,S,9.0,king,0.0,0,king,6880.0,Rspan.names.long,E11names
1073,87.0,S,9.0,ring,1.0,1,ring,6189.0,Rspan.names.long,E11names
1074,87.0,S,9.0,spring,2.0,2,spring,6070.0,Rspan.names.long,E11names
1075,87.0,S,9.0,string,3.0,3,string,6690.0,Rspan.names.long,E11names
1076,87.0,S,9.0,wing,4.0,4,wing,7111.0,Rspan.names.long,E11names
1077,87.0,S,10.0,doll,0.0,0,doll,6612.0,Rspan.names.long,E11names
1078,87.0,S,10.0,ball,1.0,1,ball,6427.0,Rspan.names.long,E11names
1079,87.0,S,10.0,shawl,2.0,2,shawl,6858.0,Rspan.names.long,E11names
1080,87.0,S,10.0,hall,3.0,3,hall,7399.0,Rspan.names.long,E11names
1081,87.0,S,10.0,brawl,4.0,4,brawl,8734.0,Rspan.names.long,E11names
1082,87.0,S,10.0,wall,5.0,5,wall,9278.0,Rspan.names.long,E11names
1083,87.0,D,11.0,path,0.0,0,path,6073.0,Rspan.names.long,E11names
1084,87.0,D,11.0,nest,1.0,1,nest,6487.0,Rspan.names.long,E11names
1085,87.0,D,11.0,square,2.0,2,sqaure,7331.0,Rspan.names.long,E11names
1086,87.0,D,11.0,wood,3.0,3,wood,7214.0,Rspan.names.long,E11names
1087,87.0,D,11.0,beach,4.0,4,beach,7219.0,Rspan.names.long,E11names
1088,87.0,S,12.0,bone,0.0,0,bone,7113.0,Rspan.names.long,E11names
1089,87.0,S,12.0,phone,1.0,1,phone,6500.0,Rspan.names.long,E11names
1090,87.0,S,12.0,stone,2.0,2,stone,6976.0,Rspan.names.long,E11names
