"","Subject","task","folder","trialtype","ACC.ser","ACC.item","ACC.possible","ACC.blank","ACC.seqerr","ACC.transdist","ACC.transerr","ACC.pli","ACC.order"
"119","28","Rspan.long","E2","D",0.277777777777778,0.462962962962963,1,0.555555555555556,0.185185185185185,NA,NA,0,0.6
"120","28","Rspan.long","E2","S",0.444444444444444,0.592592592592593,1,0.425925925925926,0.148148148148148,NA,NA,0,0.75
"121","28","R.pool30","E9poolb","D",0.611111111111111,0.62962962962963,1,0.351851851851852,0.0185185185185185,NA,NA,0,0.970588235294118
"122","28","R.pool30","E9poolb","S",0.666666666666667,0.777777777777778,1,0.203703703703704,0.111111111111111,NA,NA,0,0.857142857142857
"123","29","Rspan.short","E2","D",0.796296296296296,0.851851851851852,1,0.0925925925925926,0.0555555555555556,NA,NA,0.0185185185185185,0.934782608695652
"124","29","Rspan.short","E2","S",0.814814814814815,0.87037037037037,1,0.111111111111111,0.0555555555555556,NA,NA,0,0.936170212765957
"125","29","R.pool15","E9poolb","D",0.333333333333333,0.462962962962963,1,0.444444444444444,0.12962962962963,NA,NA,0.0185185185185185,0.72
"126","29","R.pool15","E9poolb","S",0.62962962962963,0.740740740740741,1,0.166666666666667,0.111111111111111,NA,NA,0,0.85
"127","30","Rspan.long","E2","D",0.685185185185185,0.796296296296296,1,0.185185185185185,0.111111111111111,NA,NA,0,0.86046511627907
"128","30","Rspan.long","E2","S",0.722222222222222,0.777777777777778,1,0.12962962962963,0.0555555555555556,NA,NA,0,0.928571428571428
"129","30","R.pool15","E9poolb","D",0.407407407407407,0.5,1,0.462962962962963,0.0925925925925926,NA,NA,0.0185185185185185,0.814814814814815
"130","30","R.pool15","E9poolb","S",0.481481481481481,0.685185185185185,1,0.296296296296296,0.203703703703704,NA,NA,0.0185185185185185,0.702702702702703
"131","31","Rspan.short","E2","D",0.351851851851852,0.481481481481481,1,0.462962962962963,0.12962962962963,NA,NA,0.0185185185185185,0.730769230769231
"132","31","Rspan.short","E2","S",0.518518518518518,0.703703703703704,1,0.277777777777778,0.185185185185185,NA,NA,0,0.736842105263158
"133","31","R.pool10","E9poolb","D",0.388888888888889,0.592592592592593,1,0.333333333333333,0.203703703703704,NA,NA,0.0185185185185185,0.65625
"134","31","R.pool10","E9poolb","S",0.444444444444444,0.648148148148148,1,0.277777777777778,0.203703703703704,NA,NA,0,0.685714285714286
"135","32","Rspan.long","E2","D",0.555555555555556,0.574074074074074,1,0.407407407407407,0.0185185185185185,NA,NA,0.0185185185185185,0.967741935483871
"136","32","Rspan.long","E2","S",0.740740740740741,0.87037037037037,1,0.148148148148148,0.12962962962963,NA,NA,0,0.851063829787234
"137","33","Rspan.short","E2","D",0.314814814814815,0.462962962962963,1,0.574074074074074,0.148148148148148,NA,NA,0,0.68
"138","33","Rspan.short","E2","S",0.444444444444444,0.537037037037037,1,0.444444444444444,0.0925925925925926,NA,NA,0,0.827586206896552
"139","33","R.pool60","E9poolb","D",0.833333333333333,0.833333333333333,1,0.148148148148148,0,NA,NA,0,1
"140","33","R.pool60","E9poolb","S",0.87037037037037,0.907407407407407,1,0.0925925925925926,0.037037037037037,NA,NA,0,0.959183673469388
"141","34","Rspan.long","E2","D",0.703703703703704,0.759259259259259,1,0.240740740740741,0.0555555555555556,NA,NA,0,0.926829268292683
"142","34","Rspan.long","E2","S",0.444444444444444,0.555555555555556,1,0.407407407407407,0.111111111111111,NA,NA,0,0.8
"143","34","R.pool10","E9poolb","D",0.703703703703704,0.796296296296296,1,0.12962962962963,0.0925925925925926,NA,NA,0,0.883720930232558
"144","34","R.pool10","E9poolb","S",0.833333333333333,0.888888888888889,1,0.037037037037037,0.0555555555555556,NA,NA,0.0185185185185185,0.9375
"145","35","Rspan.short","E2","D",0.185185185185185,0.425925925925926,1,0.555555555555556,0.240740740740741,NA,NA,0.0185185185185185,0.434782608695652
"146","35","Rspan.short","E2","S",0.388888888888889,0.648148148148148,1,0.351851851851852,0.259259259259259,NA,NA,0,0.6
"147","35","R.pool15","E9poolb","D",0.666666666666667,0.833333333333333,1,0.111111111111111,0.166666666666667,NA,NA,0.037037037037037,0.8
"148","35","R.pool15","E9poolb","S",0.740740740740741,0.87037037037037,1,0.0925925925925926,0.12962962962963,NA,NA,0,0.851063829787234
"149","36","Rspan.long","E2","D",0.444444444444444,0.611111111111111,1,0.388888888888889,0.166666666666667,NA,NA,0.0185185185185185,0.727272727272727
"150","36","Rspan.long","E2","S",0.444444444444444,0.648148148148148,1,0.314814814814815,0.203703703703704,NA,NA,0,0.685714285714286
"151","36","R.pool30","E9poolb","D",0.87037037037037,0.907407407407407,1,0.0740740740740741,0.037037037037037,NA,NA,0,0.959183673469388
"152","36","R.pool30","E9poolb","S",0.814814814814815,0.87037037037037,1,0.12962962962963,0.0555555555555556,NA,NA,0,0.936170212765957
"153","37","Rspan.short","E2","D",0.796296296296296,0.796296296296296,1,0.148148148148148,0,NA,NA,0.037037037037037,1
"154","37","Rspan.short","E2","S",0.62962962962963,0.796296296296296,1,0.185185185185185,0.166666666666667,NA,NA,0,0.790697674418605
"155","37","R.pool60","E9poolb","D",0.648148148148148,0.777777777777778,1,0.185185185185185,0.12962962962963,NA,NA,0,0.833333333333333
"156","37","R.pool60","E9poolb","S",0.796296296296296,0.851851851851852,1,0.148148148148148,0.0555555555555556,NA,NA,0,0.934782608695652
"157","38","Rspan.long","E2","D",0.444444444444444,0.574074074074074,1,0.407407407407407,0.12962962962963,NA,NA,0,0.774193548387097
"158","38","Rspan.long","E2","S",0.555555555555556,0.740740740740741,1,0.259259259259259,0.185185185185185,NA,NA,0,0.75
"159","38","R.pool15","E9poolb","D",0.481481481481481,0.592592592592593,1,0.333333333333333,0.111111111111111,NA,NA,0.0555555555555556,0.8125
"160","38","R.pool15","E9poolb","S",0.62962962962963,0.759259259259259,1,0.12962962962963,0.12962962962963,NA,NA,0,0.829268292682927
"161","39","Rspan.short","E2","D",0.574074074074074,0.740740740740741,1,0.203703703703704,0.166666666666667,NA,NA,0.0185185185185185,0.775
"162","39","Rspan.short","E2","S",0.777777777777778,0.814814814814815,1,0.185185185185185,0.037037037037037,NA,NA,0,0.954545454545455
"163","39","R.pool10","E9poolb","D",0.888888888888889,0.907407407407407,1,0.0740740740740741,0.0185185185185185,NA,NA,0.0185185185185185,0.979591836734694
"164","39","R.pool10","E9poolb","S",0.87037037037037,0.907407407407407,1,0.0740740740740741,0.037037037037037,NA,NA,0,0.959183673469388
"165","40","Rspan.long","E2","D",0.351851851851852,0.574074074074074,1,0.314814814814815,0.222222222222222,NA,NA,0.0555555555555556,0.612903225806452
"166","40","Rspan.long","E2","S",0.5,0.703703703703704,1,0.277777777777778,0.203703703703704,NA,NA,0,0.710526315789474
"167","40","R.pool30","E9poolb","D",0.388888888888889,0.555555555555556,1,0.314814814814815,0.166666666666667,NA,NA,0.0555555555555556,0.7
"168","40","R.pool30","E9poolb","S",0.240740740740741,0.666666666666667,1,0.240740740740741,0.425925925925926,NA,NA,0,0.361111111111111
"169","41","Rspan.short","E2","D",0.444444444444444,0.555555555555556,1,0.425925925925926,0.111111111111111,NA,NA,0,0.8
"170","41","Rspan.short","E2","S",0.518518518518518,0.685185185185185,1,0.296296296296296,0.166666666666667,NA,NA,0,0.756756756756757
