"","Subject","task","folder","trialtype","triallen","ACC.ser","ACC.item","ACC.possible","ACC.blank","ACC.seqerr","ACC.transdist","ACC.transerr","ACC.pli","ACC.order"
"28","3","Ospan.reg","E4","D",6,0.222222222222222,0.555555555555556,1,0.388888888888889,0.333333333333333,NA,NA,0.0555555555555556,0.4
"29","3","Ospan.reg","E4","S",3,0.777777777777778,0.888888888888889,1,0.111111111111111,0.111111111111111,NA,NA,0,0.875
"30","3","Ospan.reg","E4","S",4,0.333333333333333,0.666666666666667,1,0.333333333333333,0.333333333333333,NA,NA,0,0.5
"31","3","Ospan.reg","E4","S",5,0.333333333333333,0.6,1,0.4,0.266666666666667,NA,NA,0,0.555555555555556
"32","3","Ospan.reg","E4","S",6,0.277777777777778,0.611111111111111,1,0.333333333333333,0.333333333333333,NA,NA,0,0.454545454545455
"33","3","R.pool350","E9pool","D",3,0.555555555555556,0.555555555555556,1,0.222222222222222,0,NA,NA,0.111111111111111,1
"34","3","R.pool350","E9pool","D",4,0.333333333333333,0.416666666666667,1,0.5,0.0833333333333333,NA,NA,0.0833333333333333,0.8
"35","3","R.pool350","E9pool","D",5,0.0666666666666667,0.266666666666667,1,0.733333333333333,0.2,NA,NA,0,0.25
"36","3","R.pool350","E9pool","D",6,0.111111111111111,0.277777777777778,1,0.666666666666667,0.166666666666667,NA,NA,0,0.4
"37","3","R.pool350","E9pool","S",3,0.777777777777778,0.888888888888889,1,0.111111111111111,0.111111111111111,NA,NA,0,0.875
